Data Point 	Date 	Time 	Aerosol mg/m^3
150	12/8/22	20:04:38	0.037
151	12/8/22	20:05:38	0.036
152	12/8/22	20:06:38	0.035
153	12/8/22	20:07:38	0.036
154	12/8/22	20:08:38	0.039
155	12/8/22	20:09:38	0.036
156	12/8/22	20:10:38	0.043
157	12/8/22	20:11:38	0.04
158	12/8/22	20:12:38	0.038
159	12/8/22	20:13:38	0.041
160	12/8/22	20:14:38	0.04
161	12/8/22	20:15:38	0.041
162	12/8/22	20:16:38	0.041
163	12/8/22	20:17:38	0.041
164	12/8/22	20:18:38	0.041
165	12/8/22	20:19:38	0.036
166	12/8/22	20:20:38	0.038
167	12/8/22	20:21:38	0.039
168	12/8/22	20:22:38	0.037
169	12/8/22	20:23:38	0.04
170	12/8/22	20:24:38	0.037
171	12/8/22	20:25:38	0.038
172	12/8/22	20:26:38	0.036
173	12/8/22	20:27:38	0.036
174	12/8/22	20:28:38	0.038
175	12/8/22	20:29:38	0.038
176	12/8/22	20:30:38	0.037
177	12/8/22	20:31:38	0.039
178	12/8/22	20:32:38	0.039
179	12/8/22	20:33:38	0.036
180	12/8/22	20:34:38	0.04
181	12/8/22	20:35:38	0.037
182	12/8/22	20:36:38	0.038
183	12/8/22	20:37:38	0.036
184	12/8/22	20:38:38	0.034
185	12/8/22	20:39:38	0.039
186	12/8/22	20:40:38	0.037
187	12/8/22	20:41:38	0.039
188	12/8/22	20:42:38	0.036
189	12/8/22	20:43:38	0.037
190	12/8/22	20:44:38	0.037
191	12/8/22	20:45:38	0.039
192	12/8/22	20:46:38	0.038
193	12/8/22	20:47:38	0.04
194	12/8/22	20:48:38	0.039
195	12/8/22	20:49:38	0.039
196	12/8/22	20:50:38	0.041
197	12/8/22	20:51:38	0.041
198	12/8/22	20:52:38	0.042
199	12/8/22	20:53:38	0.043
200	12/8/22	20:54:38	0.04
201	12/8/22	20:55:38	0.039
202	12/8/22	20:56:38	0.037
203	12/8/22	20:57:38	0.04
204	12/8/22	20:58:38	0.041
205	12/8/22	20:59:38	0.04
206	12/8/22	21:00:38	0.038
207	12/8/22	21:01:38	0.036
208	12/8/22	21:02:38	0.037
209	12/8/22	21:03:38	0.039
210	12/8/22	21:04:38	0.037
211	12/8/22	21:05:38	0.037
212	12/8/22	21:06:38	0.04
213	12/8/22	21:07:38	0.036
214	12/8/22	21:08:38	0.038
215	12/8/22	21:09:38	0.038
216	12/8/22	21:10:38	0.038
217	12/8/22	21:11:38	0.038
218	12/8/22	21:12:38	0.038
219	12/8/22	21:13:38	0.039
220	12/8/22	21:14:38	0.038
221	12/8/22	21:15:38	0.038
222	12/8/22	21:16:38	0.038
223	12/8/22	21:17:38	0.037
224	12/8/22	21:18:38	0.038
225	12/8/22	21:19:38	0.037
226	12/8/22	21:20:38	0.037
227	12/8/22	21:21:38	0.038
228	12/8/22	21:22:38	0.039
229	12/8/22	21:23:38	0.038
230	12/8/22	21:24:38	0.037
231	12/8/22	21:25:38	0.038
232	12/8/22	21:26:38	0.04
233	12/8/22	21:27:38	0.038
234	12/8/22	21:28:38	0.037
235	12/8/22	21:29:38	0.037
236	12/8/22	21:30:38	0.037
237	12/8/22	21:31:38	0.038
238	12/8/22	21:32:38	0.037
239	12/8/22	21:33:38	0.034
240	12/8/22	21:34:38	0.034
241	12/8/22	21:35:38	0.034
242	12/8/22	21:36:38	0.034
243	12/8/22	21:37:38	0.033
244	12/8/22	21:38:38	0.036
245	12/8/22	21:39:38	0.032
246	12/8/22	21:40:38	0.033
247	12/8/22	21:41:38	0.033
248	12/8/22	21:42:38	0.032
249	12/8/22	21:43:38	0.033
250	12/8/22	21:44:38	0.035
251	12/8/22	21:45:38	0.032
252	12/8/22	21:46:38	0.032
253	12/8/22	21:47:38	0.031
254	12/8/22	21:48:38	0.031
255	12/8/22	21:49:38	0.03
256	12/8/22	21:50:38	0.031
257	12/8/22	21:51:38	0.032
258	12/8/22	21:52:38	0.031
259	12/8/22	21:53:38	0.034
260	12/8/22	21:54:38	0.031
261	12/8/22	21:55:38	0.035
262	12/8/22	21:56:38	0.032
263	12/8/22	21:57:38	0.032
264	12/8/22	21:58:38	0.033
265	12/8/22	21:59:38	0.033
266	12/8/22	22:00:38	0.033
267	12/8/22	22:01:38	0.034
268	12/8/22	22:02:38	0.034
269	12/8/22	22:03:38	0.035
270	12/8/22	22:04:38	0.036
271	12/8/22	22:05:38	0.034
272	12/8/22	22:06:38	0.035
273	12/8/22	22:07:38	0.034
274	12/8/22	22:08:38	0.036
275	12/8/22	22:09:38	0.037
276	12/8/22	22:10:38	0.035
277	12/8/22	22:11:38	0.035
278	12/8/22	22:12:38	0.034
279	12/8/22	22:13:38	0.035
280	12/8/22	22:14:38	0.032
281	12/8/22	22:15:38	0.031
282	12/8/22	22:16:38	0.033
283	12/8/22	22:17:38	0.032
284	12/8/22	22:18:38	0.031
285	12/8/22	22:19:38	0.03
286	12/8/22	22:20:38	0.03
287	12/8/22	22:21:38	0.028
288	12/8/22	22:22:38	0.037
289	12/8/22	22:23:38	0.038
290	12/8/22	22:24:38	0.037
291	12/8/22	22:25:38	0.034
292	12/8/22	22:26:38	0.033
293	12/8/22	22:27:38	0.031
294	12/8/22	22:28:38	0.035
295	12/8/22	22:29:38	0.037
296	12/8/22	22:30:38	0.034
297	12/8/22	22:31:38	0.03
298	12/8/22	22:32:38	0.03
299	12/8/22	22:33:38	0.031
300	12/8/22	22:34:38	0.032
301	12/8/22	22:35:38	0.031
302	12/8/22	22:36:38	0.031
303	12/8/22	22:37:38	0.029
304	12/8/22	22:38:38	0.028
305	12/8/22	22:39:38	0.029
306	12/8/22	22:40:38	0.034
307	12/8/22	22:41:38	0.032
308	12/8/22	22:42:38	0.032
309	12/8/22	22:43:38	0.032
310	12/8/22	22:44:38	0.03
311	12/8/22	22:45:38	0.029
312	12/8/22	22:46:38	0.03
313	12/8/22	22:47:38	0.028
314	12/8/22	22:48:38	0.027
315	12/8/22	22:49:38	0.03
316	12/8/22	22:50:38	0.028
317	12/8/22	22:51:38	0.025
318	12/8/22	22:52:38	0.025
319	12/8/22	22:53:38	0.028
320	12/8/22	22:54:38	0.03
321	12/8/22	22:55:38	0.03
322	12/8/22	22:56:38	0.03
323	12/8/22	22:57:38	0.029
324	12/8/22	22:58:38	0.026
325	12/8/22	22:59:38	0.028
326	12/8/22	23:00:38	0.027
327	12/8/22	23:01:38	0.031
328	12/8/22	23:02:38	0.028
329	12/8/22	23:03:38	0.027
330	12/8/22	23:04:38	0.028
331	12/8/22	23:05:38	0.027
332	12/8/22	23:06:38	0.028
333	12/8/22	23:07:38	0.029
334	12/8/22	23:08:38	0.03
335	12/8/22	23:09:38	0.027
336	12/8/22	23:10:38	0.028
337	12/8/22	23:11:38	0.03
338	12/8/22	23:12:38	0.028
339	12/8/22	23:13:38	0.028
340	12/8/22	23:14:38	0.029
341	12/8/22	23:15:38	0.028
342	12/8/22	23:16:38	0.028
343	12/8/22	23:17:38	0.03
344	12/8/22	23:18:38	0.032
345	12/8/22	23:19:38	0.03
346	12/8/22	23:20:38	0.029
347	12/8/22	23:21:38	0.033
348	12/8/22	23:22:38	0.029
349	12/8/22	23:23:38	0.037
350	12/8/22	23:24:38	0.027
351	12/8/22	23:25:38	0.028
352	12/8/22	23:26:38	0.03
353	12/8/22	23:27:38	0.028
354	12/8/22	23:28:38	0.028
355	12/8/22	23:29:38	0.029
356	12/8/22	23:30:38	0.027
357	12/8/22	23:31:38	0.028
358	12/8/22	23:32:38	0.027
359	12/8/22	23:33:38	0.028
360	12/8/22	23:34:38	0.025
361	12/8/22	23:35:38	0.027
362	12/8/22	23:36:38	0.027
363	12/8/22	23:37:38	0.029
364	12/8/22	23:38:38	0.029
365	12/8/22	23:39:38	0.028
366	12/8/22	23:40:38	0.027
367	12/8/22	23:41:38	0.027
368	12/8/22	23:42:38	0.027
369	12/8/22	23:43:38	0.026
370	12/8/22	23:44:38	0.025
371	12/8/22	23:45:38	0.024
372	12/8/22	23:46:38	0.024
373	12/8/22	23:47:38	0.023
374	12/8/22	23:48:38	0.023
375	12/8/22	23:49:38	0.023
376	12/8/22	23:50:38	0.022
377	12/8/22	23:51:38	0.023
378	12/8/22	23:52:38	0.022
379	12/8/22	23:53:38	0.021
380	12/8/22	23:54:38	0.021
381	12/8/22	23:55:38	0.024
382	12/8/22	23:56:38	0.025
383	12/8/22	23:57:38	0.023
384	12/8/22	23:58:38	0.025
385	12/8/22	23:59:38	0.026
386	12/9/22	0:00:38	0.027
387	12/9/22	0:01:38	0.025
388	12/9/22	0:02:38	0.024
389	12/9/22	0:03:38	0.025
390	12/9/22	0:04:38	0.026
391	12/9/22	0:05:38	0.028
392	12/9/22	0:06:38	0.031
393	12/9/22	0:07:38	0.029
394	12/9/22	0:08:38	0.029
395	12/9/22	0:09:38	0.026
396	12/9/22	0:10:38	0.03
397	12/9/22	0:11:38	0.03
398	12/9/22	0:12:38	0.028
399	12/9/22	0:13:38	0.029
400	12/9/22	0:14:38	0.03
401	12/9/22	0:15:38	0.028
402	12/9/22	0:16:38	0.03
403	12/9/22	0:17:38	0.03
404	12/9/22	0:18:38	0.032
405	12/9/22	0:19:38	0.032
406	12/9/22	0:20:38	0.032
407	12/9/22	0:21:38	0.031
408	12/9/22	0:22:38	0.033
409	12/9/22	0:23:38	0.03
410	12/9/22	0:24:38	0.031
411	12/9/22	0:25:38	0.031
412	12/9/22	0:26:38	0.03
413	12/9/22	0:27:38	0.033
414	12/9/22	0:28:38	0.032
415	12/9/22	0:29:38	0.03
416	12/9/22	0:30:38	0.03
417	12/9/22	0:31:38	0.03
418	12/9/22	0:32:38	0.031
419	12/9/22	0:33:38	0.032
420	12/9/22	0:34:38	0.033
421	12/9/22	0:35:38	0.031
422	12/9/22	0:36:38	0.031
423	12/9/22	0:37:38	0.031
424	12/9/22	0:38:38	0.033
425	12/9/22	0:39:38	0.03
426	12/9/22	0:40:38	0.031
427	12/9/22	0:41:38	0.031
428	12/9/22	0:42:38	0.03
429	12/9/22	0:43:38	0.032
430	12/9/22	0:44:38	0.035
431	12/9/22	0:45:38	0.032
432	12/9/22	0:46:38	0.033
433	12/9/22	0:47:38	0.028
434	12/9/22	0:48:38	0.029
435	12/9/22	0:49:38	0.028
436	12/9/22	0:50:38	0.029
437	12/9/22	0:51:38	0.029
438	12/9/22	0:52:38	0.03
439	12/9/22	0:53:38	0.029
440	12/9/22	0:54:38	0.03
441	12/9/22	0:55:38	0.03
442	12/9/22	0:56:38	0.032
443	12/9/22	0:57:38	0.031
444	12/9/22	0:58:38	0.03
445	12/9/22	0:59:38	0.03
446	12/9/22	1:00:38	0.032
447	12/9/22	1:01:38	0.034
448	12/9/22	1:02:38	0.031
449	12/9/22	1:03:38	0.028
450	12/9/22	1:04:38	0.029
451	12/9/22	1:05:38	0.031
452	12/9/22	1:06:38	0.032
453	12/9/22	1:07:38	0.033
454	12/9/22	1:08:38	0.035
455	12/9/22	1:09:38	0.034
456	12/9/22	1:10:38	0.032
457	12/9/22	1:11:38	0.031
458	12/9/22	1:12:38	0.03
459	12/9/22	1:13:38	0.032
460	12/9/22	1:14:38	0.032
461	12/9/22	1:15:38	0.03
462	12/9/22	1:16:38	0.03
463	12/9/22	1:17:38	0.03
464	12/9/22	1:18:38	0.03
465	12/9/22	1:19:38	0.028
466	12/9/22	1:20:38	0.03
467	12/9/22	1:21:38	0.032
468	12/9/22	1:22:38	0.033
469	12/9/22	1:23:38	0.031
470	12/9/22	1:24:38	0.031
471	12/9/22	1:25:38	0.028
472	12/9/22	1:26:38	0.03
473	12/9/22	1:27:38	0.028
474	12/9/22	1:28:38	0.029
475	12/9/22	1:29:38	0.027
476	12/9/22	1:30:38	0.029
477	12/9/22	1:31:38	0.026
478	12/9/22	1:32:38	0.028
479	12/9/22	1:33:38	0.026
480	12/9/22	1:34:38	0.028
481	12/9/22	1:35:38	0.028
482	12/9/22	1:36:38	0.029
483	12/9/22	1:37:38	0.028
484	12/9/22	1:38:38	0.028
485	12/9/22	1:39:38	0.029
486	12/9/22	1:40:38	0.028
487	12/9/22	1:41:38	0.028
488	12/9/22	1:42:38	0.028
489	12/9/22	1:43:38	0.029
490	12/9/22	1:44:38	0.029
491	12/9/22	1:45:38	0.027
492	12/9/22	1:46:38	0.031
493	12/9/22	1:47:38	0.028
494	12/9/22	1:48:38	0.029
495	12/9/22	1:49:38	0.029
496	12/9/22	1:50:38	0.03
497	12/9/22	1:51:38	0.026
498	12/9/22	1:52:38	0.028
499	12/9/22	1:53:38	0.026
500	12/9/22	1:54:38	0.015
501	12/9/22	1:55:38	0.024
502	12/9/22	1:56:38	0.027
503	12/9/22	1:57:38	0.027
504	12/9/22	1:58:38	0.028
505	12/9/22	1:59:38	0.028
506	12/9/22	2:00:38	0.029
507	12/9/22	2:01:38	0.028
508	12/9/22	2:02:38	0.031
509	12/9/22	2:03:38	0.028
510	12/9/22	2:04:38	0.029
511	12/9/22	2:05:38	0.028
512	12/9/22	2:06:38	0.029
513	12/9/22	2:07:38	0.03
514	12/9/22	2:08:38	0.029
515	12/9/22	2:09:38	0.028
516	12/9/22	2:10:38	0.029
517	12/9/22	2:11:38	0.028
518	12/9/22	2:12:38	0.031
519	12/9/22	2:13:38	0.027
520	12/9/22	2:14:38	0.029
521	12/9/22	2:15:38	0.03
522	12/9/22	2:16:38	0.029
523	12/9/22	2:17:38	0.031
524	12/9/22	2:18:38	0.029
525	12/9/22	2:19:38	0.029
526	12/9/22	2:20:38	0.029
527	12/9/22	2:21:38	0.03
528	12/9/22	2:22:38	0.03
529	12/9/22	2:23:38	0.029
530	12/9/22	2:24:38	0.029
531	12/9/22	2:25:38	0.029
532	12/9/22	2:26:38	0.028
533	12/9/22	2:27:38	0.029
534	12/9/22	2:28:38	0.028
535	12/9/22	2:29:38	0.032
536	12/9/22	2:30:38	0.03
537	12/9/22	2:31:38	0.03
538	12/9/22	2:32:38	0.029
539	12/9/22	2:33:38	0.033
540	12/9/22	2:34:38	0.029
541	12/9/22	2:35:38	0.03
542	12/9/22	2:36:38	0.03
543	12/9/22	2:37:38	0.033
544	12/9/22	2:38:38	0.032
545	12/9/22	2:39:38	0.03
546	12/9/22	2:40:38	0.032
547	12/9/22	2:41:38	0.03
548	12/9/22	2:42:38	0.031
549	12/9/22	2:43:38	0.031
550	12/9/22	2:44:38	0.032
551	12/9/22	2:45:38	0.031
552	12/9/22	2:46:38	0.031
553	12/9/22	2:47:38	0.033
554	12/9/22	2:48:38	0.032
555	12/9/22	2:49:38	0.031
556	12/9/22	2:50:38	0.029
557	12/9/22	2:51:38	0.03
558	12/9/22	2:52:38	0.028
559	12/9/22	2:53:38	0.029
560	12/9/22	2:54:38	0.028
561	12/9/22	2:55:38	0.03
562	12/9/22	2:56:38	0.028
563	12/9/22	2:57:38	0.028
564	12/9/22	2:58:38	0.029
565	12/9/22	2:59:38	0.027
566	12/9/22	3:00:38	0.027
567	12/9/22	3:01:38	0.027
568	12/9/22	3:02:38	0.028
569	12/9/22	3:03:38	0.026
570	12/9/22	3:04:38	0.026
571	12/9/22	3:05:38	0.027
572	12/9/22	3:06:38	0.029
573	12/9/22	3:07:38	0.028
574	12/9/22	3:08:38	0.027
575	12/9/22	3:09:38	0.029
576	12/9/22	3:10:38	0.027
577	12/9/22	3:11:38	0.027
578	12/9/22	3:12:38	0.025
579	12/9/22	3:13:38	0.028
580	12/9/22	3:14:38	0.026
581	12/9/22	3:15:38	0.026
582	12/9/22	3:16:38	0.025
583	12/9/22	3:17:38	0.026
584	12/9/22	3:18:38	0.026
585	12/9/22	3:19:38	0.027
586	12/9/22	3:20:38	0.028
587	12/9/22	3:21:38	0.028
588	12/9/22	3:22:38	0.028
589	12/9/22	3:23:38	0.027
590	12/9/22	3:24:38	0.028
591	12/9/22	3:25:38	0.026
592	12/9/22	3:26:38	0.026
593	12/9/22	3:27:38	0.028
594	12/9/22	3:28:38	0.029
595	12/9/22	3:29:38	0.027
596	12/9/22	3:30:38	0.028
597	12/9/22	3:31:38	0.029
598	12/9/22	3:32:38	0.028
599	12/9/22	3:33:38	0.029
600	12/9/22	3:34:38	0.028
601	12/9/22	3:35:38	0.027
602	12/9/22	3:36:38	0.027
603	12/9/22	3:37:38	0.027
604	12/9/22	3:38:38	0.029
605	12/9/22	3:39:38	0.028
606	12/9/22	3:40:38	0.028
607	12/9/22	3:41:38	0.027
608	12/9/22	3:42:38	0.028
609	12/9/22	3:43:38	0.025
610	12/9/22	3:44:38	0.027
611	12/9/22	3:45:38	0.029
612	12/9/22	3:46:38	0.026
613	12/9/22	3:47:38	0.026
614	12/9/22	3:48:38	0.026
615	12/9/22	3:49:38	0.026
616	12/9/22	3:50:38	0.027
617	12/9/22	3:51:38	0.024
618	12/9/22	3:52:38	0.025
619	12/9/22	3:53:38	0.025
620	12/9/22	3:54:38	0.024
621	12/9/22	3:55:38	0.027
622	12/9/22	3:56:38	0.025
623	12/9/22	3:57:38	0.026
624	12/9/22	3:58:38	0.025
625	12/9/22	3:59:38	0.028
626	12/9/22	4:00:38	0.024
627	12/9/22	4:01:38	0.022
628	12/9/22	4:02:38	0.02
629	12/9/22	4:03:38	0.023
630	12/9/22	4:04:38	0.025
631	12/9/22	4:05:38	0.026
632	12/9/22	4:06:38	0.023
633	12/9/22	4:07:38	0.025
634	12/9/22	4:08:38	0.027
635	12/9/22	4:09:38	0.024
636	12/9/22	4:10:38	0.023
637	12/9/22	4:11:38	0.027
638	12/9/22	4:12:38	0.026
639	12/9/22	4:13:38	0.026
640	12/9/22	4:14:38	0.024
641	12/9/22	4:15:38	0.025
642	12/9/22	4:16:38	0.024
643	12/9/22	4:17:38	0.024
644	12/9/22	4:18:38	0.026
645	12/9/22	4:19:38	0.026
646	12/9/22	4:20:38	0.025
647	12/9/22	4:21:38	0.028
648	12/9/22	4:22:38	0.025
649	12/9/22	4:23:38	0.027
650	12/9/22	4:24:38	0.027
651	12/9/22	4:25:38	0.028
652	12/9/22	4:26:38	0.026
653	12/9/22	4:27:38	0.026
654	12/9/22	4:28:38	0.027
655	12/9/22	4:29:38	0.024
656	12/9/22	4:30:38	0.025
657	12/9/22	4:31:38	0.025
658	12/9/22	4:32:38	0.025
659	12/9/22	4:33:38	0.027
660	12/9/22	4:34:38	0.024
661	12/9/22	4:35:38	0.023
662	12/9/22	4:36:38	0.026
663	12/9/22	4:37:38	0.025
664	12/9/22	4:38:38	0.025
665	12/9/22	4:39:38	0.024
666	12/9/22	4:40:38	0.025
667	12/9/22	4:41:38	0.024
668	12/9/22	4:42:38	0.024
669	12/9/22	4:43:38	0.027
670	12/9/22	4:44:38	0.023
671	12/9/22	4:45:38	0.025
672	12/9/22	4:46:38	0.027
673	12/9/22	4:47:38	0.026
674	12/9/22	4:48:38	0.027
675	12/9/22	4:49:38	0.025
676	12/9/22	4:50:38	0.024
677	12/9/22	4:51:38	0.024
678	12/9/22	4:52:38	0.022
679	12/9/22	4:53:38	0.024
680	12/9/22	4:54:38	0.022
681	12/9/22	4:55:38	0.022
682	12/9/22	4:56:38	0.023
683	12/9/22	4:57:38	0.019
684	12/9/22	4:58:38	0.02
685	12/9/22	4:59:38	0.017
686	12/9/22	5:00:38	0.018
687	12/9/22	5:01:38	0.018
688	12/9/22	5:02:38	0.017
689	12/9/22	5:03:38	0.018
690	12/9/22	5:04:38	0.017
691	12/9/22	5:05:38	0.017
692	12/9/22	5:06:38	0.016
693	12/9/22	5:07:38	0.018
694	12/9/22	5:08:38	0.015
695	12/9/22	5:09:38	0.017
696	12/9/22	5:10:38	0.017
697	12/9/22	5:11:38	0.017
698	12/9/22	5:12:38	0.018
699	12/9/22	5:13:38	0.019
700	12/9/22	5:14:38	0.019
701	12/9/22	5:15:38	0.019
702	12/9/22	5:16:38	0.019
703	12/9/22	5:17:38	0.021
704	12/9/22	5:18:38	0.019
705	12/9/22	5:19:38	0.02
706	12/9/22	5:20:38	0.02
707	12/9/22	5:21:38	0.02
708	12/9/22	5:22:38	0.02
709	12/9/22	5:23:38	0.021
710	12/9/22	5:24:38	0.019
711	12/9/22	5:25:38	0.022
712	12/9/22	5:26:38	0.019
713	12/9/22	5:27:38	0.021
714	12/9/22	5:28:38	0.021
715	12/9/22	5:29:38	0.02
716	12/9/22	5:30:38	0.02
717	12/9/22	5:31:38	0.019
718	12/9/22	5:32:38	0.021
719	12/9/22	5:33:38	0.02
720	12/9/22	5:34:38	0.018
721	12/9/22	5:35:38	0.02
722	12/9/22	5:36:38	0.021
723	12/9/22	5:37:38	0.019
724	12/9/22	5:38:38	0.019
725	12/9/22	5:39:38	0.017
726	12/9/22	5:40:38	0.019
727	12/9/22	5:41:38	0.02
728	12/9/22	5:42:38	0.019
729	12/9/22	5:43:38	0.017
730	12/9/22	5:44:38	0.018
731	12/9/22	5:45:38	0.018
732	12/9/22	5:46:38	0.017
733	12/9/22	5:47:38	0.017
734	12/9/22	5:48:38	0.017
735	12/9/22	5:49:38	0.017
736	12/9/22	5:50:38	0.02
737	12/9/22	5:51:38	0.016
738	12/9/22	5:52:38	0.016
739	12/9/22	5:53:38	0.018
740	12/9/22	5:54:38	0.018
741	12/9/22	5:55:38	0.017
742	12/9/22	5:56:38	0.017
743	12/9/22	5:57:38	0.017
744	12/9/22	5:58:38	0.016
745	12/9/22	5:59:38	0.019
746	12/9/22	6:00:38	0.017
747	12/9/22	6:01:38	0.021
748	12/9/22	6:02:38	0.019
749	12/9/22	6:03:38	0.02
750	12/9/22	6:04:38	0.02
751	12/9/22	6:05:38	0.018
752	12/9/22	6:06:38	0.018
753	12/9/22	6:07:38	0.018
754	12/9/22	6:08:38	0.018
755	12/9/22	6:09:38	0.016
756	12/9/22	6:10:38	0.019
757	12/9/22	6:11:38	0.019
758	12/9/22	6:12:38	0.019
759	12/9/22	6:13:38	0.02
760	12/9/22	6:14:38	0.025
761	12/9/22	6:15:38	0.021
762	12/9/22	6:16:38	0.016
763	12/9/22	6:17:38	0.016
764	12/9/22	6:18:38	0.016
765	12/9/22	6:19:38	0.017
766	12/9/22	6:20:38	0.016
767	12/9/22	6:21:38	0.017
768	12/9/22	6:22:38	0.016
769	12/9/22	6:23:38	0.016
770	12/9/22	6:24:38	0.016
771	12/9/22	6:25:38	0.017
772	12/9/22	6:26:38	0.015
773	12/9/22	6:27:38	0.018
774	12/9/22	6:28:38	0.015
