"Date","Time","Temperature (deg. C)","Humidity (%)"
"July 13, 2023","06:35:10",18.05035,36.12112
"July 13, 2023","06:40:10",17.84903,37.39986
"July 13, 2023","06:45:10",17.60549,38.52861
"July 13, 2023","06:50:10",17.16062,39.42984
"July 13, 2023","06:55:10",17.56992,39.07392
"July 13, 2023","07:00:10",17.48652,37.95737
"July 13, 2023","07:05:10",18.06647,36.31386
"July 13, 2023","07:10:10",17.67855,39.85328
"July 13, 2023","07:15:10",17.54731,40.70611
"July 13, 2023","07:20:10",17.47250,40.09245
"July 13, 2023","07:25:10",17.12925,40.54864
"July 13, 2023","07:30:10",17.10402,41.89354
"July 13, 2023","07:35:10",17.25295,41.38037
"July 13, 2023","07:40:10",17.03148,43.13135
"July 13, 2023","07:45:10",17.14748,42.50587
"July 13, 2023","07:50:10",17.49405,42.45840
"July 13, 2023","07:55:10",18.03616,42.11490
"July 13, 2023","08:00:10",19.53529,39.61005
"July 13, 2023","08:05:10",21.75139,37.39492
"July 13, 2023","08:10:10",22.72576,36.89405
"July 13, 2023","08:15:10",23.54278,35.13445
"July 13, 2023","08:20:10",24.37785,36.43671
"July 13, 2023","08:25:10",24.60422,33.34903
"July 13, 2023","08:30:10",24.43672,33.61918
"July 13, 2023","08:35:10",24.24398,33.99834
"July 13, 2023","08:40:10",24.90261,33.76599
"July 13, 2023","08:45:10",25.17805,31.64898
"July 13, 2023","08:50:10",24.83253,32.67235
"July 13, 2023","08:55:10",25.20012,31.85084
"July 13, 2023","09:00:10",24.35279,32.59296
"July 13, 2023","09:05:10",23.63722,32.90459
"July 13, 2023","09:10:10",24.37539,32.30638
"July 13, 2023","09:15:10",23.83994,32.49401
"July 13, 2023","09:20:10",24.43164,30.29310
"July 13, 2023","09:25:10",24.93205,28.68602
"July 13, 2023","09:30:10",25.53373,26.99829
"July 13, 2023","09:35:10",25.82091,25.91069
"July 13, 2023","09:40:10",26.49180,25.40066
"July 13, 2023","09:45:10",27.18022,24.33043
"July 13, 2023","09:50:10",26.91144,24.30906
"July 13, 2023","09:55:10",27.43988,23.82484
"July 13, 2023","10:00:10",28.04875,24.35372
"July 13, 2023","10:05:10",28.90870,22.98845
"July 13, 2023","10:10:10",28.94304,22.05942
"July 13, 2023","10:15:10",29.64915,20.94798
"July 13, 2023","10:20:10",29.57118,20.39015
"July 13, 2023","10:25:10",29.59992,20.29729
"July 13, 2023","10:30:10",29.09162,20.19878
"July 13, 2023","10:35:10",28.60208,20.21323
"July 13, 2023","10:40:10",28.55740,20.14439
"July 13, 2023","10:45:10",28.88452,20.14225
"July 13, 2023","10:50:10",29.27332,20.13791
"July 13, 2023","10:55:10",28.81251,20.14268
"July 13, 2023","11:00:10",27.87021,20.13736
"July 13, 2023","11:05:10",28.35012,20.15444
"July 13, 2023","11:10:10",29.52125,20.14137
"July 13, 2023","11:15:10",30.75160,20.14472
"July 13, 2023","11:20:10",30.39206,20.17082
"July 13, 2023","11:25:10",30.29026,20.25894
"July 13, 2023","11:30:10",29.75849,20.23521
"July 13, 2023","11:35:10",29.75551,20.25345
"July 13, 2023","11:40:10",29.61411,20.27378
"July 13, 2023","11:45:10",29.93966,20.22224
"July 13, 2023","11:50:10",30.94135,20.42591
"July 13, 2023","11:55:10",30.47108,20.49141
"July 13, 2023","12:00:10",30.92927,20.30482
"July 13, 2023","12:05:10",31.18683,20.18010
"July 13, 2023","12:10:10",31.37956,20.22543
"July 13, 2023","12:15:10",30.91192,20.30971
"July 13, 2023","12:20:10",30.83027,20.21504
"July 13, 2023","12:25:10",31.36467,20.19345
"July 13, 2023","12:30:10",31.32840,20.18708
"July 13, 2023","12:35:10",31.67708,20.18966
"July 13, 2023","12:40:10",31.82969,20.18362
"July 13, 2023","12:45:10",32.50093,20.17972
"July 13, 2023","12:50:10",31.70984,20.18807
"July 13, 2023","12:55:10",31.40532,20.18373
"July 13, 2023","13:00:10",31.80569,20.18279
"July 13, 2023","13:05:10",32.43225,20.20977
"July 13, 2023","13:10:10",31.86508,20.43520
"July 13, 2023","13:15:10",32.48779,20.51267
"July 13, 2023","13:20:10",33.06670,20.50196
"July 13, 2023","13:25:10",33.49545,20.41476
"July 13, 2023","13:30:10",32.78460,20.34812
"July 13, 2023","13:35:10",32.33150,20.21444
"July 13, 2023","13:40:10",33.31673,20.17626
"July 13, 2023","13:45:10",33.44884,19.99687
"July 13, 2023","13:50:10",32.61132,20.26488
"July 13, 2023","13:55:10",33.56395,20.22191
"July 13, 2023","14:00:10",34.31177,20.21208
"July 13, 2023","14:05:10",34.54673,20.17889
"July 13, 2023","14:10:10",33.75862,20.14301
"July 13, 2023","14:15:10",34.26779,20.36724
"July 13, 2023","14:20:10",34.39254,20.33268
"July 13, 2023","14:25:10",33.97746,20.33702
"July 13, 2023","14:30:10",33.26416,20.31202
"July 13, 2023","14:35:10",34.18877,20.36421
"July 13, 2023","14:40:10",34.55426,20.36158
"July 13, 2023","14:45:10",34.51817,20.37493
"July 13, 2023","14:50:10",34.89733,20.35850
"July 13, 2023","14:55:10",34.54480,20.33499
"July 13, 2023","15:00:10",34.44913,20.33554
"July 13, 2023","15:05:10",35.60958,20.30872
"July 13, 2023","15:10:10",33.96029,20.29603
"July 13, 2023","15:15:10",35.02857,20.29317
"July 13, 2023","15:20:10",34.74104,20.31103
"July 13, 2023","15:25:10",33.82555,20.31367
"July 13, 2023","15:30:10",33.76562,20.26603
"July 13, 2023","15:35:10",34.35995,20.27911
"July 13, 2023","15:40:10",34.66658,20.27927
"July 13, 2023","15:45:10",34.96882,20.27460
"July 13, 2023","15:50:10",35.05625,20.26504
"July 13, 2023","15:55:10",34.95568,20.22680
"July 13, 2023","16:00:10",33.80347,20.22482
"July 13, 2023","16:05:10",34.52465,20.23960
"July 13, 2023","16:10:10",34.91222,20.23015
"July 13, 2023","16:15:10",35.37199,20.22087
"July 13, 2023","16:20:10",34.75646,20.21587
"July 13, 2023","16:25:10",35.19519,20.19417
"July 13, 2023","16:30:10",34.48645,20.21092
"July 13, 2023","16:35:10",34.83951,20.19664
"July 13, 2023","16:40:10",34.42163,20.19664
"July 13, 2023","16:45:10",33.81556,20.19235
"July 13, 2023","16:50:10",34.06156,20.20455
"July 13, 2023","16:55:10",34.06279,20.20917
"July 13, 2023","17:00:10",34.78695,20.17917
"July 13, 2023","17:05:10",34.05578,20.18312
"July 13, 2023","17:10:10",34.65904,20.20147
"July 13, 2023","17:15:10",33.51367,20.16818
"July 13, 2023","17:20:10",34.22223,20.14626
"July 13, 2023","17:25:10",34.58300,20.15098
"July 13, 2023","17:30:10",33.29412,20.16208
"July 13, 2023","17:35:10",33.36649,20.15104
"July 13, 2023","17:40:10",34.05893,20.13120
"July 13, 2023","17:45:10",33.36859,20.14010
"July 13, 2023","17:50:10",33.13678,20.12878
"July 13, 2023","17:55:10",33.50964,20.12351
"July 13, 2023","18:00:10",33.45672,20.09467
"July 13, 2023","18:05:10",33.46338,20.07538
"July 13, 2023","18:10:10",33.14642,20.08252
"July 13, 2023","18:15:10",33.00152,20.06532
"July 13, 2023","18:20:10",32.70681,20.06296
"July 13, 2023","18:25:10",32.84645,20.07076
"July 13, 2023","18:30:10",32.85644,20.04934
"July 13, 2023","18:35:10",32.57294,20.05461
"July 13, 2023","18:40:10",31.97441,20.04791
"July 13, 2023","18:45:10",32.69752,20.02983
"July 13, 2023","18:50:10",32.18642,20.05681
"July 13, 2023","18:55:10",32.24424,20.04296
"July 13, 2023","19:00:10",32.73817,20.02230
"July 13, 2023","19:05:10",31.90310,20.00939
"July 13, 2023","19:10:10",32.04222,20.04066
"July 13, 2023","19:15:10",31.97196,20.03599
"July 13, 2023","19:20:10",31.22363,20.02736
"July 13, 2023","19:25:10",30.71410,20.05093
"July 13, 2023","19:30:10",30.39732,20.07357
"July 13, 2023","19:35:10",30.16884,19.97390
"July 13, 2023","19:40:10",30.01185,20.03368
"July 13, 2023","19:45:10",29.98013,20.02752
"July 13, 2023","19:50:10",29.86397,19.98187
"July 13, 2023","19:55:10",29.79738,19.98352
"July 13, 2023","20:00:10",29.70277,20.00819
"July 13, 2023","20:05:10",29.35655,19.98527
"July 13, 2023","20:10:10",29.36058,19.98983
"July 13, 2023","20:15:10",29.32536,19.99088
"July 13, 2023","20:20:10",29.12772,19.94137
"July 13, 2023","20:25:10",28.91746,19.92852
"July 13, 2023","20:30:10",28.65727,19.89314
"July 13, 2023","20:35:10",28.19611,19.83984
"July 13, 2023","20:40:10",27.71935,19.73204
"July 13, 2023","20:45:10",27.34877,19.69314
"July 13, 2023","20:50:10",27.05564,19.73331
"July 13, 2023","20:55:10",27.08052,19.68710
"July 13, 2023","21:00:10",27.03899,19.68287
"July 13, 2023","21:05:10",26.98766,19.69710
"July 13, 2023","21:10:10",26.82786,19.71160
"July 13, 2023","21:15:10",26.69084,19.68040
"July 13, 2023","21:20:10",26.46762,19.68172
"July 13, 2023","21:25:10",26.58361,19.69045
"July 13, 2023","21:30:10",26.43748,19.67809
"July 13, 2023","21:35:10",26.36652,19.69056
"July 13, 2023","21:40:10",26.51475,19.66358
"July 13, 2023","21:45:10",26.45518,19.66358
"July 13, 2023","21:50:10",26.43783,19.67430
"July 13, 2023","21:55:10",26.20112,19.72578
"July 13, 2023","22:00:10",26.30853,19.75364
"July 13, 2023","22:05:10",26.20638,19.78484
"July 13, 2023","22:10:10",26.24370,19.77023
"July 13, 2023","22:15:10",25.81285,19.78319
"July 13, 2023","22:20:10",25.50868,19.83918
"July 13, 2023","22:25:10",24.85320,20.08010
"July 13, 2023","22:30:10",24.41552,20.13972
"July 13, 2023","22:35:10",23.85834,20.10175
"July 13, 2023","22:40:10",23.74988,21.61241
"July 13, 2023","22:45:10",23.72693,20.79821
"July 13, 2023","22:50:10",23.46358,20.63118
"July 13, 2023","22:55:10",22.87732,20.49833
"July 13, 2023","23:00:10",22.43806,21.95503
"July 13, 2023","23:05:10",22.34852,22.11837
"July 13, 2023","23:10:10",22.21694,21.83438
"July 13, 2023","23:15:10",21.95219,22.38166
"July 13, 2023","23:20:10",22.15701,22.43962
"July 13, 2023","23:25:10",22.34537,22.97010
"July 13, 2023","23:30:10",22.09131,23.77963
"July 13, 2023","23:35:10",22.91989,21.93448
"July 13, 2023","23:40:10",22.63535,21.68229
"July 13, 2023","23:45:10",22.28071,22.20420
"July 13, 2023","23:50:10",22.11023,23.07279
"July 13, 2023","23:55:10",22.39495,24.88420
"July 14, 2023","00:00:10",21.92012,25.37396
"July 14, 2023","00:05:10",21.36715,28.30697
"July 14, 2023","00:10:10",20.68312,29.17579
"July 14, 2023","00:15:10",20.34040,30.37980
"July 14, 2023","00:20:10",20.27732,30.85989
"July 14, 2023","00:25:10",20.18358,29.84136
"July 14, 2023","00:30:10",20.40505,29.39078
"July 14, 2023","00:35:10",20.06952,29.29342
"July 14, 2023","00:40:10",20.10000,30.19410
"July 14, 2023","00:45:10",20.44868,30.39348
"July 14, 2023","00:50:10",20.48022,33.04772
"July 14, 2023","00:55:10",20.44885,29.85548
"July 14, 2023","01:00:10",20.98746,24.45965
"July 14, 2023","01:05:10",20.67646,24.40444
"July 14, 2023","01:10:10",22.02613,20.68134
"July 14, 2023","01:15:10",21.44249,23.58068
"July 14, 2023","01:20:10",20.84361,23.93259
"July 14, 2023","01:25:10",20.50124,24.46443
"July 14, 2023","01:30:10",20.38034,23.16113
"July 14, 2023","01:35:10",20.79227,20.66948
"July 14, 2023","01:40:10",20.59516,20.91035
"July 14, 2023","01:45:10",20.86569,20.86909
"July 14, 2023","01:50:10",20.73901,20.72217
"July 14, 2023","01:55:10",20.87164,20.37300
"July 14, 2023","02:00:10",21.00516,21.02325
"July 14, 2023","02:05:10",20.78894,23.11586
"July 14, 2023","02:10:10",21.09189,26.89472
"July 14, 2023","02:15:10",20.30921,24.51454
"July 14, 2023","02:20:10",20.44027,25.32335
"July 14, 2023","02:25:10",20.58552,24.37757
"July 14, 2023","02:30:10",20.49143,23.66738
"July 14, 2023","02:35:10",19.97367,26.14365
"July 14, 2023","02:40:10",19.11460,30.08481
"July 14, 2023","02:45:10",18.95340,31.42811
"July 14, 2023","02:50:10",19.10549,31.68552
"July 14, 2023","02:55:10",19.00982,31.06373
"July 14, 2023","03:00:10",18.80658,31.90766
"July 14, 2023","03:05:10",18.37222,32.02897
"July 14, 2023","03:10:10",18.61664,32.39703
"July 14, 2023","03:15:10",18.27322,33.11700
"July 14, 2023","03:20:10",18.11203,33.86252
"July 14, 2023","03:25:10",17.83817,34.13065
"July 14, 2023","03:30:10",17.28134,33.87263
"July 14, 2023","03:35:10",17.35195,34.79172
"July 14, 2023","03:40:10",17.02220,36.14496
"July 14, 2023","03:45:10",16.96876,36.19919
"July 14, 2023","03:50:10",17.10034,35.17198
"July 14, 2023","03:55:10",17.41100,32.02501
"July 14, 2023","04:00:10",18.22013,29.74466
"July 14, 2023","04:05:10",18.49715,28.38900
"July 14, 2023","04:10:10",18.03423,30.23701
"July 14, 2023","04:15:10",17.78280,31.23318
"July 14, 2023","04:20:10",17.63527,31.03478
"July 14, 2023","04:25:10",17.60338,31.01434
"July 14, 2023","04:30:10",17.90055,30.03262
"July 14, 2023","04:35:10",18.32929,28.22736
"July 14, 2023","04:40:10",17.34547,33.15272
"July 14, 2023","04:45:10",16.50006,35.04078
"July 14, 2023","04:50:10",16.33711,35.99255
"July 14, 2023","04:55:10",16.06220,37.05202
"July 14, 2023","05:00:10",15.92536,38.20016
"July 14, 2023","05:05:10",16.17539,39.39698
"July 14, 2023","05:10:10",16.28122,37.79226
"July 14, 2023","05:15:10",16.81422,36.17546
"July 14, 2023","05:20:10",16.66389,35.08006
"July 14, 2023","05:25:10",16.87730,34.56491
"July 14, 2023","05:30:10",17.10490,32.23391
"July 14, 2023","05:35:10",17.20827,31.33960
"July 14, 2023","05:40:10",17.13451,31.83238
"July 14, 2023","05:45:10",17.56746,29.89361
"July 14, 2023","05:50:10",17.77422,29.08200
"July 14, 2023","05:55:10",17.66120,28.99859
"July 14, 2023","06:00:10",17.39015,31.60761
"July 14, 2023","06:05:10",17.19373,30.65149
"July 14, 2023","06:10:10",17.02500,31.03373
"July 14, 2023","06:15:10",16.96385,31.12285
"July 14, 2023","06:20:10",16.66091,31.39114
"July 14, 2023","06:25:10",17.00170,30.11481
"July 14, 2023","06:30:10",17.19671,29.95427
"July 14, 2023","06:35:10",17.34512,28.46092
"July 14, 2023","06:40:10",16.74641,32.41253
"July 14, 2023","06:45:10",16.65670,32.94107
"July 14, 2023","06:50:10",16.41561,32.93382
"July 14, 2023","06:55:10",16.18993,35.37593
"July 14, 2023","07:00:10",16.51793,33.57600
"July 14, 2023","07:05:10",16.66984,32.83020
"July 14, 2023","07:10:10",17.37017,30.13915
"July 14, 2023","07:15:10",17.60881,33.58633
"July 14, 2023","07:20:10",16.50970,40.53375
"July 14, 2023","07:25:10",15.87034,43.12959
"July 14, 2023","07:30:10",15.51378,44.80233
"July 14, 2023","07:35:10",15.26936,45.45846
"July 14, 2023","07:40:10",15.59631,44.64052
"July 14, 2023","07:45:10",15.92624,43.67166
"July 14, 2023","07:50:10",15.66797,44.28020
"July 14, 2023","07:55:10",15.69811,39.94092
"July 14, 2023","08:00:10",16.51828,38.93914
"July 14, 2023","08:05:10",17.67890,36.44308
"July 14, 2023","08:10:10",18.78450,33.63643
"July 14, 2023","08:15:10",19.51934,31.55932
"July 14, 2023","08:20:10",20.07337,29.91185
"July 14, 2023","08:25:10",21.37924,28.86459
"July 14, 2023","08:30:10",21.86073,26.53320
"July 14, 2023","08:35:10",22.62553,26.98483
"July 14, 2023","08:40:10",23.62057,26.34007
"July 14, 2023","08:45:10",24.01831,26.18178
"July 14, 2023","08:50:10",23.71554,25.59483
"July 14, 2023","08:55:10",24.36751,25.31896
"July 14, 2023","09:00:10",24.79556,23.73809
"July 14, 2023","09:05:10",24.47824,24.33746
"July 14, 2023","09:10:10",24.52801,24.69800
"July 14, 2023","09:15:10",24.81027,24.71431
"July 14, 2023","09:20:10",25.02771,25.65065
"July 14, 2023","09:25:10",25.53251,25.63005
"July 14, 2023","09:30:10",25.36185,23.99967
"July 14, 2023","09:35:10",25.41756,24.11467
"July 14, 2023","09:40:10",24.88597,23.77556
"July 14, 2023","09:45:10",25.26986,23.37634
"July 14, 2023","09:50:10",26.26280,22.98207
"July 14, 2023","09:55:10",26.27857,23.64815
"July 14, 2023","10:00:10",26.77933,23.71177
"July 14, 2023","10:05:10",26.52895,23.19196
"July 14, 2023","10:10:10",26.28645,22.69473
"July 14, 2023","10:15:10",26.25246,22.57209
"July 14, 2023","10:20:10",26.33569,22.56506
"July 14, 2023","10:25:10",26.26209,22.68269
"July 14, 2023","10:30:10",26.76741,22.05514
"July 14, 2023","10:35:10",27.25451,21.80844
"July 14, 2023","10:40:10",26.94175,20.63030
"July 14, 2023","10:45:10",26.41155,21.51867
"July 14, 2023","10:50:10",27.19791,21.48241
"July 14, 2023","10:55:10",27.40081,21.31077
"July 14, 2023","11:00:10",26.34830,22.03909
"July 14, 2023","11:05:10",26.45781,21.36857
"July 14, 2023","11:10:10",27.27623,21.00133
"July 14, 2023","11:15:10",28.05418,20.13774
"July 14, 2023","11:20:10",28.24569,20.14950
"July 14, 2023","11:25:10",28.48363,20.36790
"July 14, 2023","11:30:10",28.14582,20.36438
"July 14, 2023","11:35:10",27.36314,20.64041
"July 14, 2023","11:40:10",26.87149,21.23248
"July 14, 2023","11:45:10",27.75509,20.70145
"July 14, 2023","11:50:10",27.82273,20.41081
"July 14, 2023","11:55:10",28.21853,20.30279
"July 14, 2023","12:00:10",29.54665,20.31608
"July 14, 2023","12:05:10",28.80480,20.92666
"July 14, 2023","12:10:10",28.94900,20.71486
"July 14, 2023","12:15:10",28.34696,20.70371
"July 14, 2023","12:20:10",28.84334,20.52174
"July 14, 2023","12:25:10",28.93989,20.54042
"July 14, 2023","12:30:10",29.38563,20.59217
"July 14, 2023","12:35:10",29.05605,20.55234
"July 14, 2023","12:40:10",29.85976,20.54970
"July 14, 2023","12:45:10",30.05670,20.56893
"July 14, 2023","12:50:10",31.00443,20.55651
"July 14, 2023","12:55:10",31.41198,20.55569
"July 14, 2023","13:00:10",30.04776,20.57129
"July 14, 2023","13:05:10",30.51734,20.54800
"July 14, 2023","13:10:10",31.61015,20.54091
"July 14, 2023","13:15:10",31.42319,20.52992
"July 14, 2023","13:20:10",31.04333,20.54597
"July 14, 2023","13:25:10",29.86940,20.54201
"July 14, 2023","13:30:10",31.43336,20.53355
"July 14, 2023","13:35:10",31.09624,20.52404
"July 14, 2023","13:40:10",31.51255,20.51822
"July 14, 2023","13:45:10",30.20213,20.52437
"July 14, 2023","13:50:10",30.16446,20.51273
"July 14, 2023","13:55:10",30.64559,20.49514
"July 14, 2023","14:00:10",31.69074,20.46850
"July 14, 2023","14:05:10",30.73057,20.47948
"July 14, 2023","14:10:10",32.06185,20.49014
"July 14, 2023","14:15:10",30.86146,20.47729
"July 14, 2023","14:20:10",31.82969,20.48388
"July 14, 2023","14:25:10",32.60238,20.45580
"July 14, 2023","14:30:10",30.92856,20.47844
"July 14, 2023","14:35:10",31.06874,20.48558
"July 14, 2023","14:40:10",32.11739,20.46031
"July 14, 2023","14:45:10",31.26410,20.46350
"July 14, 2023","14:50:10",31.39901,20.44894
"July 14, 2023","14:55:10",31.41373,20.46520
"July 14, 2023","15:00:10",30.96115,20.45954
"July 14, 2023","15:05:10",30.45829,20.43657
"July 14, 2023","15:10:10",30.29324,20.44295
"July 14, 2023","15:15:10",31.34014,20.40449
"July 14, 2023","15:20:10",31.78501,20.41097
"July 14, 2023","15:25:10",31.24150,20.41064
"July 14, 2023","15:30:10",30.96781,20.39311
"July 14, 2023","15:35:10",30.59338,20.42284
"July 14, 2023","15:40:10",30.33512,20.39399
"July 14, 2023","15:45:10",31.60226,20.37877
"July 14, 2023","15:50:10",30.86952,20.40174
"July 14, 2023","15:55:10",31.19874,20.39685
"July 14, 2023","16:00:10",31.31228,20.38218
"July 14, 2023","16:05:10",30.59233,20.38850
"July 14, 2023","16:10:10",30.82957,20.38251
"July 14, 2023","16:15:10",31.15845,20.35268
"July 14, 2023","16:20:10",31.17001,20.31817
"July 14, 2023","16:25:10",31.18683,20.35669
"July 14, 2023","16:30:10",30.49368,20.35394
"July 14, 2023","16:35:10",31.37150,20.35114
"July 14, 2023","16:40:10",30.65155,20.35559
"July 14, 2023","16:45:10",30.86076,20.35383
"July 14, 2023","16:50:10",30.63368,20.32251
"July 14, 2023","16:55:10",31.69793,20.33174
"July 14, 2023","17:00:10",31.49468,20.35136
"July 14, 2023","17:05:10",31.10956,20.36356
"July 14, 2023","17:10:10",30.65488,20.34987
"July 14, 2023","17:15:10",30.57866,20.33152
"July 14, 2023","17:20:10",30.30218,20.33213
"July 14, 2023","17:25:10",30.57936,20.32064
"July 14, 2023","17:30:10",30.58041,20.30499
"July 14, 2023","17:35:10",30.63561,20.29916
"July 14, 2023","17:40:10",30.58182,20.32262
"July 14, 2023","17:45:10",30.05144,20.29235
"July 14, 2023","17:50:10",30.00203,20.31416
"July 14, 2023","17:55:10",30.31497,20.28246
"July 14, 2023","18:00:10",29.87378,20.28911
"July 14, 2023","18:05:10",29.88604,20.27142
"July 14, 2023","18:10:10",29.84101,20.23125
"July 14, 2023","18:15:10",29.92634,20.23493
"July 14, 2023","18:20:10",30.21404,20.25680
"July 14, 2023","18:25:10",29.65423,20.24570
"July 14, 2023","18:30:10",29.82437,20.28488
"July 14, 2023","18:35:10",29.25072,20.25922
"July 14, 2023","18:40:10",29.26053,20.24197
"July 14, 2023","18:45:10",29.52475,20.22785
"July 14, 2023","18:50:10",29.14699,20.23087
"July 14, 2023","18:55:10",28.87769,20.24087
"July 14, 2023","19:00:10",28.80007,20.22570
"July 14, 2023","19:05:10",28.78342,20.21515
"July 14, 2023","19:10:10",28.63379,20.22779
"July 14, 2023","19:15:10",28.29878,20.22636
"July 14, 2023","19:20:10",28.11270,20.19565
"July 14, 2023","19:25:10",27.81414,20.19642
"July 14, 2023","19:30:10",27.60809,20.16076
"July 14, 2023","19:35:10",27.43410,20.13109
"July 14, 2023","19:40:10",27.31513,20.14538
"July 14, 2023","19:45:10",27.20089,20.15895
"July 14, 2023","19:50:10",27.15639,20.11587
"July 14, 2023","19:55:10",27.08613,20.11576
"July 14, 2023","20:00:10",26.92843,20.14944
"July 14, 2023","20:05:10",26.82085,20.15186
"July 14, 2023","20:10:10",26.72974,20.17999
"July 14, 2023","20:15:10",26.65265,20.17603
"July 14, 2023","20:20:10",26.53070,20.18219
"July 14, 2023","20:25:10",26.50161,20.16785
"July 14, 2023","20:30:10",26.42978,20.18587
"July 14, 2023","20:35:10",26.22215,20.18477
"July 14, 2023","20:40:10",26.21023,20.16367
"July 14, 2023","20:45:10",26.12578,20.15175
"July 14, 2023","20:50:10",26.04904,20.14752
"July 14, 2023","20:55:10",25.99069,20.14911
"July 14, 2023","21:00:10",25.64184,20.15527
"July 14, 2023","21:05:10",25.67601,20.19697
"July 14, 2023","21:10:10",25.11935,20.23180
"July 14, 2023","21:15:10",24.97235,20.24856
"July 14, 2023","21:20:10",25.12916,20.26444
"July 14, 2023","21:25:10",24.79906,20.23405
"July 14, 2023","21:30:10",24.84181,20.23741
"July 14, 2023","21:35:10",24.78574,20.20719
"July 14, 2023","21:40:10",24.59546,20.20691
"July 14, 2023","21:45:10",24.33439,20.20274
"July 14, 2023","21:50:10",24.19370,20.17087
"July 14, 2023","21:55:10",24.13150,20.13857
"July 14, 2023","22:00:10",24.11292,20.13433
"July 14, 2023","22:05:10",23.76688,20.10302
"July 14, 2023","22:10:10",23.49827,20.15477
"July 14, 2023","22:15:10",23.34496,20.13824
"July 14, 2023","22:20:10",23.39017,20.24916
