"L602168-3","049","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 18:39","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.038","","CONC MG/M3","10028-15-6"
"L602168-3","049","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 18:39","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.019","","PPM PPM","10028-15-6"
"L602168-4","050","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 19:22","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","677.41778","","AIR VOLUME LITER","10028-15-6"
"L602168-4","050","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 19:22","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","39.","","FRONT UG","10028-15-6"
"L602168-4","050","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 19:22","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-4","050","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 19:22","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","39.","","TOTAL UG","10028-15-6"
"L602168-4","050","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 19:22","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.058","","CONC MG/M3","10028-15-6"
"L602168-4","050","WILDFIRE STUDY","","13-JUL-23","15-AUG-23","08/16/2023 19:22","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.030","","PPM PPM","10028-15-6"
"L602168-5","49A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 19:50","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","715.34096","","AIR VOLUME LITER","10028-15-6"
"L602168-5","49A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 19:50","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","34.","","FRONT UG","10028-15-6"
"L602168-5","49A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 19:50","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-5","49A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 19:50","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","34.","","TOTAL UG","10028-15-6"
"L602168-5","49A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 19:50","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.047","","CONC MG/M3","10028-15-6"
"L602168-5","49A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 19:50","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.024","","PPM PPM","10028-15-6"
"L602168-6","50A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:19","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","702.77638","","AIR VOLUME LITER","10028-15-6"
"L602168-6","50A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:19","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","36.","","FRONT UG","10028-15-6"
"L602168-6","50A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:19","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-6","50A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:19","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","36.","","TOTAL UG","10028-15-6"
"L602168-6","50A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:19","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.052","","CONC MG/M3","10028-15-6"
"L602168-6","50A","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:19","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.026","","PPM PPM","10028-15-6"
"L602168-7","51","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:47","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","695.88106","","AIR VOLUME LITER","10028-15-6"
"L602168-7","51","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:47","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","25.","","FRONT UG","10028-15-6"
"L602168-7","51","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:47","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-7","51","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:47","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","25.","","TOTAL UG","10028-15-6"
"L602168-7","51","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:47","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.036","","CONC MG/M3","10028-15-6"
"L602168-7","51","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 20:47","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.018","","PPM PPM","10028-15-6"
"L602168-8","52","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 21:15","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","681.60823","","AIR VOLUME LITER","10028-15-6"
"L602168-8","52","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 21:15","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","33.","","FRONT UG","10028-15-6"
"L602168-8","52","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 21:15","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-8","52","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 21:15","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","33.","","TOTAL UG","10028-15-6"
"L602168-8","52","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 21:15","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.049","","CONC MG/M3","10028-15-6"
"L602168-8","52","WILDFIRE STUDY","","20-JUL-23","15-AUG-23","08/16/2023 21:15","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.025","","PPM PPM","10028-15-6"
"L602168-9","53","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 21:44","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","689.52967","","AIR VOLUME LITER","10028-15-6"
"L602168-9","53","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 21:44","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","25.","","FRONT UG","10028-15-6"
"L602168-9","53","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 21:44","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-9","53","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 21:44","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","25.","","TOTAL UG","10028-15-6"
"L602168-9","53","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 21:44","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.037","","CONC MG/M3","10028-15-6"
"L602168-9","53","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 21:44","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.019","","PPM PPM","10028-15-6"
"L602168-10","54","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:12","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","675.64207","","AIR VOLUME LITER","10028-15-6"
"L602168-10","54","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:12","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","34.","","FRONT UG","10028-15-6"
"L602168-10","54","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:12","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","7.1","","BACK UG","10028-15-6"
"L602168-10","54","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:12","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","*41.","","TOTAL UG","10028-15-6"
"L602168-10","54","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:12","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","*0.061","","CONC MG/M3","10028-15-6"
"L602168-10","54","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:12","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","*0.031","","PPM PPM","10028-15-6"
"L602168-11","55","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:41","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","696.1265","","AIR VOLUME LITER","10028-15-6"
"L602168-11","55","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:41","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","FRONT UG","10028-15-6"
"L602168-11","55","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:41","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-11","55","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:41","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","TOTAL UG","10028-15-6"
"L602168-11","55","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:41","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0057","<","CONC MG/M3","10028-15-6"
"L602168-11","55","WILDFIRE STUDY","","21-JUL-23","15-AUG-23","08/16/2023 22:41","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0029","<","PPM PPM","10028-15-6"
"L602168-12","56","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:09","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","686.54638","","AIR VOLUME LITER","10028-15-6"
"L602168-12","56","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:09","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","FRONT UG","10028-15-6"
"L602168-12","56","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:09","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-12","56","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:09","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","TOTAL UG","10028-15-6"
"L602168-12","56","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:09","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0058","<","CONC MG/M3","10028-15-6"
"L602168-12","56","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:09","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0030","<","PPM PPM","10028-15-6"
"L602168-13","57","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:38","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","706.78384","","AIR VOLUME LITER","10028-15-6"
"L602168-13","57","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:38","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","FRONT UG","10028-15-6"
"L602168-13","57","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:38","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-13","57","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:38","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","TOTAL UG","10028-15-6"
"L602168-13","57","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:38","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0057","<","CONC MG/M3","10028-15-6"
"L602168-13","57","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/16/2023 23:38","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0029","<","PPM PPM","10028-15-6"
"L602168-14","58","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:20","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","688.69666","","AIR VOLUME LITER","10028-15-6"
"L602168-14","58","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:20","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","40.","","FRONT UG","10028-15-6"
"L602168-14","58","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:20","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.3","","BACK UG","10028-15-6"
"L602168-14","58","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:20","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","*45.","","TOTAL UG","10028-15-6"
"L602168-14","58","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:20","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","*0.065","","CONC MG/M3","10028-15-6"
"L602168-14","58","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:20","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","*0.033","","PPM PPM","10028-15-6"
"L602168-15","59","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:49","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","703.32086","","AIR VOLUME LITER","10028-15-6"
"L602168-15","59","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:49","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","FRONT UG","10028-15-6"
"L602168-15","59","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:49","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-15","59","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:49","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","TOTAL UG","10028-15-6"
"L602168-15","59","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:49","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0057","<","CONC MG/M3","10028-15-6"
"L602168-15","59","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 00:49","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.0029","<","PPM PPM","10028-15-6"
"L602168-16","60","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:17","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","698.60033","","AIR VOLUME LITER","10028-15-6"
"L602168-16","60","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:17","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","38.","","FRONT UG","10028-15-6"
"L602168-16","60","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:17","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-16","60","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:17","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","38.","","TOTAL UG","10028-15-6"
"L602168-16","60","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:17","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.054","","CONC MG/M3","10028-15-6"
"L602168-16","60","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:17","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.028","","PPM PPM","10028-15-6"
"L602168-17","61","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:46","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","699.9814","","AIR VOLUME LITER","10028-15-6"
"L602168-17","61","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:46","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","22.","","FRONT UG","10028-15-6"
"L602168-17","61","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:46","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-17","61","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:46","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","22.","","TOTAL UG","10028-15-6"
"L602168-17","61","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:46","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.031","","CONC MG/M3","10028-15-6"
"L602168-17","61","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 01:46","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.016","","PPM PPM","10028-15-6"
"L602168-18","62","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 02:14","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","700.18207","","AIR VOLUME LITER","10028-15-6"
"L602168-18","62","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 02:14","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","42.","","FRONT UG","10028-15-6"
"L602168-18","62","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 02:14","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","4.0","<","BACK UG","10028-15-6"
"L602168-18","62","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 02:14","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","42.","","TOTAL UG","10028-15-6"
"L602168-18","62","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 02:14","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.059","","CONC MG/M3","10028-15-6"
"L602168-18","62","WILDFIRE STUDY","","02-AUG-23","15-AUG-23","08/17/2023 02:14","2 Trtd 37mm GFF","mod. OSHA ID-214; IC","OZONE","0.030","","PPM PPM","10028-15-6"
