HouseID,Survey,QuestionID,Construct,Construct_general,Pollutant,Question,Correct_A,Response,Grade,Score,Score_mod,ac.type,mean_IO_PM_Summer,mean_IO_PM_Winter,mean_IO_O3_Summer,n_PM_Summer,n_PM_Winter,n_O3_Summer,PM_rank_season_actype_Summer,PM_rank_season_actype_Winter,PM_rank_season_Summer,PM_rank_season_Winter,O3_rank_season_actype_Summer,O3_rank_season_Summer
H02,Post_Intervention,Q22,Perceived Severity (O3),Perceived Severity,O3,"Long-term, high exposure to Ozone could cause irreversible damage to my body.",NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q23,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to outdoor Ozone air pollution.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q24,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to indoor Ozone air pollution.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q25,Behavior,Behavior,Both,Do you change your behavior when the outdoor air is polluted? (Such as spending more time inside?),NA,2,NA,2,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q26,Behavior,Behavior,Both,"If No, why not? (select one)",NA,2,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q26_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q27,Behavior,Behavior,Both,"If Yes, how do you know when the outdoor air is polluted in Utah County? (select all that apply)",NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q27_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q28,Behavior,Behavior,Both,"If agree and strongly agree to question 21, How do you change your behavior when the outdoor air is polluted? (select all that apply)",NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q28_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q29,Behavior,Behavior,Both,Have you made changes to your home to improve indoor air quality in response to outdoor air pollution? (Such as using an indoor air purifier during winter inversions or summer wildfires?),NA,2,NA,2,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q30,Behavior,Behavior,Both,"If Yes, what changes have you made to your home? (Select all that apply)",NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q30_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q31,Demographic,Demographic,Both,Gender,NA,1,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q32,Demographic,Demographic,Both,How old are you?,NA,"62,11",NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q33,Demographic,Demographic,Both,What is your race/ethnic background,NA,5,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q33_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q34,Demographic,Demographic,Both,What was the highest grade of degree you have completed,NA,4,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q35,Demographic,Demographic,Both,Do you own or rent your home?,NA,1,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q35_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q36,Demographic,Demographic,Both,How many people live in your home?,NA,2,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Post_Intervention,Q37,Demographic,Demographic,Both,What is your relationship status?,NA,1,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q01,Knowledge (PM2.5),Knowledge,PM2.5,What is PM2.5?,1,1,1,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q02,Knowledge (PM2.5),Knowledge,PM2.5,Which of the following is the major health concern caused by exposure to PM2.5? (Choose only one),2,6,-1,-1,-1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q03,Knowledge (PM2.5),Knowledge,PM2.5,What is the main way that PM2.5 enters your body? (Choose only one),3,3,1,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q04,Knowledge (PM2.5),Knowledge,PM2.5,What leads to high levels of PM2.5 in Utah County? (Choose all that apply),"1,3,4,5","1,3,4,5",1,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q05,Knowledge (O3),Knowledge,O3,What is Ozone? (Choose only one),3,3,1,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q06,Knowledge (O3),Knowledge,O3,Which of the following is the major health concern caused by exposure to Ozone? (Choose only one),6,6,1,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q07,Knowledge (O3),Knowledge,O3,What is the main way that Ozone enters your body? (Choose only one),3,3,1,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q08,Knowledge (O3),Knowledge,O3,What leads to high levels of Ozone in Utah County? (Choose all that apply),"1,2","1,3,4,5",-1,-1,-1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q09,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,"On average, levels of outdoor PM2.5 air pollution in Utah County are safe.",NA,2,NA,2,4,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q10,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,"On average, levels of indoor PM2.5 air pollution in my home are safe.",NA,5,NA,5,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q11,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,"I would not be surprised if one of my friends, neighbors, or family members got sick from PM2.5.",NA,4,NA,4,4,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q12,Perceived Severity (PM2.5),Perceived Severity,PM2.5,PM2.5 can cause serious health problems.,NA,5,NA,5,5,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q13,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,I am worried about PM2.5 making me sick.,NA,4,NA,4,4,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q14,Perceived Severity (PM2.5),Perceived Severity,PM2.5,"Long-term, high exposure to PM2.5 could cause irreversible damage to my body.",NA,5,NA,5,5,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q15,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to outdoor Ozone pollution.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q16,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to indoor Ozone pollution.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q17,Perceived Susceptibility (O3),Perceived Susceptibility,O3,"On average, levels of outdoor Ozone air pollution in Utah County are safe.",NA,4,NA,4,2,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q18,Perceived Susceptibility (O3),Perceived Susceptibility,O3,On average levels of indoor Ozone air pollution in my home are safe.,NA,4,NA,4,2,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q19,Perceived Susceptibility (O3),Perceived Susceptibility,O3,"I would not be surprised if one of my friends, neighbors, or family members got sick from Ozone.",NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q20,Perceived Severity (O3),Perceived Severity,O3,Ozone can cause serious health problems.,NA,3,NA,3,3,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q21,Perceived Susceptibility (O3),Perceived Susceptibility,O3,I am worried about Ozone making me sick.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q22,Perceived Severity (O3),Perceived Severity,O3,"Long-term, high exposure to Ozone could cause irreversible damage to my body.",NA,3,NA,3,3,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q23,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to outdoor Ozone air pollution.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q24,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to indoor Ozone air pollution.,NA,1,NA,1,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q25,Behavior,Behavior,Both,Do you change your behavior when the outdoor air is polluted? (Such as spending more time inside?),NA,2,NA,2,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q26,Behavior,Behavior,Both,"If No, why not? (select one)",NA,2,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q26_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q27,Behavior,Behavior,Both,"If Yes, how do you know when the outdoor air is polluted in Utah County? (select all that apply)",NA,"2,3",NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q27_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q28,Behavior,Behavior,Both,"If agree and strongly agree to question 21, How do you change your behavior when the outdoor air is polluted? (select all that apply)",NA,6,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q28_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q29,Behavior,Behavior,Both,Have you made changes to your home to improve indoor air quality in response to outdoor air pollution? (Such as using an indoor air purifier during winter inversions or summer wildfires?),NA,2,NA,2,1,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q30,Behavior,Behavior,Both,"If Yes, what changes have you made to your home? (Select all that apply)",NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q30_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q31,Demographic,Demographic,Both,Gender,NA,1,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q32,Demographic,Demographic,Both,How old are you?,NA,"62,7",NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q33,Demographic,Demographic,Both,What is your race/ethnic background,NA,5,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q33_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q34,Demographic,Demographic,Both,What was the highest grade of degree you have completed,NA,4,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q35,Demographic,Demographic,Both,Do you own or rent your home?,NA,1,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q35_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q36,Demographic,Demographic,Both,How many people live in your home?,NA,2,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H02,Pre_Intervention,Q37,Demographic,Demographic,Both,What is your relationship status?,NA,1,NA,NA,NA,AC,0.5637931034482759,0.28602873030583875,0.11422610591597,1,1,3,11,5,12,7,5,5
H05,Post_Intervention,Q01,Knowledge (PM2.5),Knowledge,PM2.5,What is PM2.5?,1,1,1,1,1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q02,Knowledge (PM2.5),Knowledge,PM2.5,Which of the following is the major health concern caused by exposure to PM2.5? (Choose only one),2,6,-1,-1,-1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q03,Knowledge (PM2.5),Knowledge,PM2.5,What is the main way that PM2.5 enters your body? (Choose only one),3,3,1,1,1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q04,Knowledge (PM2.5),Knowledge,PM2.5,What leads to high levels of PM2.5 in Utah County? (Choose all that apply),"1,3,4,5","1,2,3,4,5",0.75,0.75,0.75,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q05,Knowledge (O3),Knowledge,O3,What is Ozone? (Choose only one),3,3,1,1,1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q06,Knowledge (O3),Knowledge,O3,Which of the following is the major health concern caused by exposure to Ozone? (Choose only one),6,"1,3,6",-1,-1,-1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q07,Knowledge (O3),Knowledge,O3,What is the main way that Ozone enters your body? (Choose only one),3,3,1,1,1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q08,Knowledge (O3),Knowledge,O3,What leads to high levels of Ozone in Utah County? (Choose all that apply),"1,2","2,4",0,0,0,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q09,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,"On average, levels of outdoor PM2.5 air pollution in Utah County are safe.",NA,2,NA,2,4,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q10,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,"On average, levels of indoor PM2.5 air pollution in my home are safe.",NA,4,NA,4,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q11,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,"I would not be surprised if one of my friends, neighbors, or family members got sick from PM2.5.",NA,3,NA,3,3,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q12,Perceived Severity (PM2.5),Perceived Severity,PM2.5,PM2.5 can cause serious health problems.,NA,5,NA,5,5,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q13,Perceived Susceptibility (PM2.5),Perceived Susceptibility,PM2.5,I am worried about PM2.5 making me sick.,NA,2,NA,2,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q14,Perceived Severity (PM2.5),Perceived Severity,PM2.5,"Long-term, high exposure to PM2.5 could cause irreversible damage to my body.",NA,4,NA,4,4,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q15,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to outdoor Ozone pollution.,NA,2,NA,2,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q16,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to indoor Ozone pollution.,NA,2,NA,2,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q17,Perceived Susceptibility (O3),Perceived Susceptibility,O3,"On average, levels of outdoor Ozone air pollution in Utah County are safe.",NA,2,NA,2,4,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q18,Perceived Susceptibility (O3),Perceived Susceptibility,O3,On average levels of indoor Ozone air pollution in my home are safe.,NA,4,NA,4,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q19,Perceived Susceptibility (O3),Perceived Susceptibility,O3,"I would not be surprised if one of my friends, neighbors, or family members got sick from Ozone.",NA,2,NA,2,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q20,Perceived Severity (O3),Perceived Severity,O3,Ozone can cause serious health problems.,NA,3,NA,3,3,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q21,Perceived Susceptibility (O3),Perceived Susceptibility,O3,I am worried about Ozone making me sick.,NA,1,NA,1,1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q22,Perceived Severity (O3),Perceived Severity,O3,"Long-term, high exposure to Ozone could cause irreversible damage to my body.",NA,4,NA,4,4,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q23,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to outdoor Ozone air pollution.,NA,2,NA,2,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q24,Perceived Severity (O3),Perceived Severity,O3,I experience negative symptoms in response to indoor Ozone air pollution.,NA,2,NA,2,2,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q25,Behavior,Behavior,Both,Do you change your behavior when the outdoor air is polluted? (Such as spending more time inside?),NA,2,NA,2,1,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q26,Behavior,Behavior,Both,"If No, why not? (select one)",NA,5,NA,NA,NA,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q26_Other,NA,NA,NA,NA,NA,I do not pay attention and my life continues,NA,NA,NA,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q27,Behavior,Behavior,Both,"If Yes, how do you know when the outdoor air is polluted in Utah County? (select all that apply)",NA,NA,NA,NA,NA,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
H05,Post_Intervention,Q27_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC,0.3754469606674613,0.17408992530634165,0.222510162601626,1,1,2,6,2,6,2,15,16
