Position	Date	Time	Ch1_Value	Ch1_Unit	Ch2_Value	Ch2_unit		
166	3/23/2023	6:06:40	88.6	       %RH	1.8	  DEGREE C		
167	3/23/2023	6:11:40	89.8	       %RH	1.7	  DEGREE C		
168	3/23/2023	6:16:40	89.2	       %RH	1.7	  DEGREE C		
169	3/23/2023	6:21:40	90	       %RH	1.6	  DEGREE C		
170	3/23/2023	6:26:40	91.5	       %RH	1.5	  DEGREE C		
171	3/23/2023	6:31:40	91.5	       %RH	1.4	  DEGREE C		
172	3/23/2023	6:36:40	91.9	       %RH	0.8	  DEGREE C		
173	3/23/2023	6:41:40	92.2	       %RH	0.7	  DEGREE C		
174	3/23/2023	6:46:40	92.5	       %RH	0.7	  DEGREE C		
175	3/23/2023	6:51:40	93	       %RH	0.6	  DEGREE C		
176	3/23/2023	6:56:40	93	       %RH	0.6	  DEGREE C		
177	3/23/2023	7:01:40	93	       %RH	0.6	  DEGREE C		
178	3/23/2023	7:06:40	92.5	       %RH	0.9	  DEGREE C		
179	3/23/2023	7:11:40	91.9	       %RH	0.8	  DEGREE C		
180	3/23/2023	7:16:40	91.6	       %RH	0.8	  DEGREE C		
181	3/23/2023	7:21:40	91.9	       %RH	0.9	  DEGREE C		
182	3/23/2023	7:26:40	92.3	       %RH	0.7	  DEGREE C		
183	3/23/2023	7:31:40	91.9	       %RH	0.9	  DEGREE C		
184	3/23/2023	7:36:40	92.4	       %RH	0.7	  DEGREE C		
185	3/23/2023	7:41:40	91.9	       %RH	0.7	  DEGREE C		
186	3/23/2023	7:46:40	92	       %RH	0.6	  DEGREE C		
187	3/23/2023	7:51:40	92.6	       %RH	0.5	  DEGREE C		
188	3/23/2023	7:56:40	92.4	       %RH	0.6	  DEGREE C		
189	3/23/2023	8:01:40	91.9	       %RH	0.7	  DEGREE C		
190	3/23/2023	8:06:40	91.4	       %RH	0.9	  DEGREE C		
191	3/23/2023	8:11:40	90.1	       %RH	1.2	  DEGREE C		
192	3/23/2023	8:16:40	91.3	       %RH	1.1	  DEGREE C		
193	3/23/2023	8:21:40	89.6	       %RH	1.3	  DEGREE C		
194	3/23/2023	8:26:40	91.5	       %RH	1.3	  DEGREE C		
195	3/23/2023	8:31:40	89.7	       %RH	1.4	  DEGREE C		
196	3/23/2023	8:36:40	90.8	       %RH	1.4	  DEGREE C		
197	3/23/2023	8:41:40	91.5	       %RH	1.4	  DEGREE C		
198	3/23/2023	8:46:40	91.5	       %RH	1.4	  DEGREE C		
199	3/23/2023	8:51:40	89.3	       %RH	1.5	  DEGREE C		
200	3/23/2023	8:56:40	89.9	       %RH	1.5	  DEGREE C		
201	3/23/2023	9:01:40	91	       %RH	1.6	  DEGREE C		
202	3/23/2023	9:06:40	91.2	       %RH	1.5	  DEGREE C		
203	3/23/2023	9:11:40	92.1	       %RH	1.8	  DEGREE C		
204	3/23/2023	9:16:40	90.4	       %RH	1.5	  DEGREE C		
205	3/23/2023	9:21:40	89.8	       %RH	1.7	  DEGREE C		
206	3/23/2023	9:26:40	89.7	       %RH	2	  DEGREE C		
207	3/23/2023	9:31:40	89.9	       %RH	2.4	  DEGREE C		
208	3/23/2023	9:36:40	88	       %RH	2.5	  DEGREE C		
209	3/23/2023	9:41:40	87	       %RH	2.6	  DEGREE C		
210	3/23/2023	9:46:40	88.3	       %RH	3	  DEGREE C		
211	3/23/2023	9:51:40	88.2	       %RH	2.6	  DEGREE C		
212	3/23/2023	9:56:40	88.9	       %RH	3	  DEGREE C		
213	3/23/2023	10:01:40	83.4	       %RH	3.2	  DEGREE C		
214	3/23/2023	10:06:40	91.1	       %RH	4.5	  DEGREE C		
215	3/23/2023	10:11:40	84.5	       %RH	3.6	  DEGREE C		
216	3/23/2023	10:16:40	86.2	       %RH	3.7	  DEGREE C		
217	3/23/2023	10:21:40	85.9	       %RH	3.6	  DEGREE C		
218	3/23/2023	10:26:40	86.4	       %RH	3.4	  DEGREE C		
219	3/23/2023	10:31:40	86.3	       %RH	3.5	  DEGREE C		
220	3/23/2023	10:36:40	88.5	       %RH	3.9	  DEGREE C		
221	3/23/2023	10:41:40	89.1	       %RH	4.2	  DEGREE C		
222	3/23/2023	10:46:40	88	       %RH	4.7	  DEGREE C		
223	3/23/2023	10:51:40	86.6	       %RH	4.5	  DEGREE C		
224	3/23/2023	10:56:40	86.8	       %RH	4.3	  DEGREE C		
225	3/23/2023	11:01:40	85.6	       %RH	4.4	  DEGREE C		
226	3/23/2023	11:06:40	86.3	       %RH	4.4	  DEGREE C		
227	3/23/2023	11:11:40	88	       %RH	5.8	  DEGREE C		
228	3/23/2023	11:16:40	86.5	       %RH	6.1	  DEGREE C		
229	3/23/2023	11:21:40	83.4	       %RH	6	  DEGREE C		
230	3/23/2023	11:26:40	81	       %RH	6.2	  DEGREE C		
231	3/23/2023	11:31:40	80.5	       %RH	6.6	  DEGREE C		
232	3/23/2023	11:36:40	80.2	       %RH	6.7	  DEGREE C		
233	3/23/2023	11:41:40	81.1	       %RH	6.9	  DEGREE C		
234	3/23/2023	11:46:40	83.5	       %RH	7.6	  DEGREE C		
235	3/23/2023	11:51:40	75.1	       %RH	7.3	  DEGREE C		
236	3/23/2023	11:56:40	73.2	       %RH	6.8	  DEGREE C		
237	3/23/2023	12:01:40	79.2	       %RH	7.6	  DEGREE C		
238	3/23/2023	12:06:40	78.5	       %RH	7.6	  DEGREE C		
239	3/23/2023	12:11:40	76.2	       %RH	6.9	  DEGREE C		
240	3/23/2023	12:16:40	71	       %RH	6.2	  DEGREE C		
241	3/23/2023	12:21:40	79.3	       %RH	6.1	  DEGREE C		
242	3/23/2023	12:26:40	79.4	       %RH	5.1	  DEGREE C		
243	3/23/2023	12:31:40	82.3	       %RH	4.3	  DEGREE C		
244	3/23/2023	12:36:40	85.4	       %RH	3.1	  DEGREE C		
245	3/23/2023	12:41:40	91.4	       %RH	0.9	  DEGREE C		
246	3/23/2023	12:46:40	92.3	       %RH	1.2	  DEGREE C		
247	3/23/2023	12:51:40	92.6	       %RH	1.3	  DEGREE C		
248	3/23/2023	12:56:40	91.9	       %RH	2	  DEGREE C		
249	3/23/2023	13:01:40	92.4	       %RH	2.6	  DEGREE C		
250	3/23/2023	13:06:40	90.3	       %RH	3.7	  DEGREE C		
251	3/23/2023	13:11:40	85.8	       %RH	5.7	  DEGREE C		
252	3/23/2023	13:16:40	88.2	       %RH	7.3	  DEGREE C		
253	3/23/2023	13:21:40	83.2	       %RH	8.4	  DEGREE C		
254	3/23/2023	13:26:40	76.4	       %RH	9.1	  DEGREE C		
255	3/23/2023	13:31:40	82.3	       %RH	9.3	  DEGREE C		
256	3/23/2023	13:36:40	79.5	       %RH	8.9	  DEGREE C		
257	3/23/2023	13:41:40	81.3	       %RH	8.6	  DEGREE C		
258	3/23/2023	13:46:40	73.5	       %RH	8.1	  DEGREE C		
259	3/23/2023	13:51:40	71.8	       %RH	6.1	  DEGREE C		
260	3/23/2023	13:56:40	80.4	       %RH	6.2	  DEGREE C		
261	3/23/2023	14:01:40	79.5	       %RH	5.7	  DEGREE C		
262	3/23/2023	14:06:40	79.8	       %RH	5.6	  DEGREE C		
263	3/23/2023	14:11:40	80.1	       %RH	5	  DEGREE C		
264	3/23/2023	14:16:40	79.4	       %RH	4.9	  DEGREE C		
265	3/23/2023	14:21:40	80.7	       %RH	5.3	  DEGREE C		
266	3/23/2023	14:26:40	83.2	       %RH	6.7	  DEGREE C		
267	3/23/2023	14:31:40	81.5	       %RH	7.7	  DEGREE C		
268	3/23/2023	14:36:40	78.8	       %RH	9.5	  DEGREE C		
269	3/23/2023	14:41:40	77.6	       %RH	9.3	  DEGREE C		
270	3/23/2023	14:46:40	64.4	       %RH	9.8	  DEGREE C		
271	3/23/2023	14:51:40	69.8	       %RH	10.8	  DEGREE C		
272	3/23/2023	14:56:40	62.8	       %RH	10.7	  DEGREE C		
273	3/23/2023	15:01:40	59.2	       %RH	9.8	  DEGREE C		
274	3/23/2023	15:06:40	65.8	       %RH	10.4	  DEGREE C		
275	3/23/2023	15:11:40	56.6	       %RH	11	  DEGREE C		
276	3/23/2023	15:16:40	46.9	       %RH	14.5	  DEGREE C		
277	3/23/2023	15:21:40	43.3	       %RH	16.5	  DEGREE C		
278	3/23/2023	15:26:40	33.1	       %RH	16.2	  DEGREE C		
279	3/23/2023	15:31:40	42.8	       %RH	17.2	  DEGREE C		
280	3/23/2023	15:36:40	29.4	       %RH	20.6	  DEGREE C		
281	3/23/2023	15:41:40	31.3	       %RH	16.4	  DEGREE C		
282	3/23/2023	15:46:40	36.2	       %RH	18.6	  DEGREE C		
283	3/23/2023	15:51:40	34.4	       %RH	12.8	  DEGREE C		
284	3/23/2023	15:56:40	35.5	       %RH	17.3	  DEGREE C		
285	3/23/2023	16:01:40	29.5	       %RH	21.6	  DEGREE C		
286	3/23/2023	16:06:40	36.6	       %RH	12.1	  DEGREE C		
287	3/23/2023	16:11:40	46.2	       %RH	9.6	  DEGREE C		
288	3/23/2023	16:16:40	50.3	       %RH	7.4	  DEGREE C		
289	3/23/2023	16:21:40	65	       %RH	6	  DEGREE C		
290	3/23/2023	16:26:40	71.4	       %RH	5.3	  DEGREE C		
291	3/23/2023	16:31:40	74.7	       %RH	4.6	  DEGREE C		
292	3/23/2023	16:36:40	79.2	       %RH	4.1	  DEGREE C		
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
